,0
num__total_gdp_deflator_mean8,0.0
num__unemployment_rate_mean8,0.0
num__inflation_index_std8,0.0
num__nominal_gdp_index_std8,0.0
num__industrial_production_index_std8,0.0
num__inflation_index_seasonally_adjusted_lag1,0.0
num__core_inflation_index_std8,0.0
num__cos_q_std8,0.0
num__real_gdp_index_mean8,0.0
num__inflation_index_seasonally_adjusted_std8,0.0
num__cpi_index_std8,0.0
num__cpi_index_lag1,0.0
num__nominal_gdp_index_lag1,0.0
num__avg_annual_unemployment_rate_lag6,0.0
num__quarter_mean8,0.0
num__yoy_change_perc_std4,0.0
num__year_lag1,0.0
num__ppi_yoy_growth_std4,0.0
num__quarter_std4,0.0
num__total_gdp_deflator_lag1,0.0
num__src_quarter_lag1,0.0
num__sin_q_std4,0.0
num__src_quarter_std4,0.0
num__total_gdp_deflator_std4,0.0
num__unemployment_rate_std4,0.0
num__year_std4,0.0
num__avg_annual_unemployment_rate_mean8,0.0
num__quarter_lag1,0.0
num__core_inflation_index_mean8,0.0
num__cos_q_mean8,0.0
num__cpi_index_mean8,0.0
num__sin_q_lag1,0.0
num__industrial_production_index_mean8,0.0
num__inflation_index_mean8,0.0
num__real_gdp_index_sa_lag1,0.0
num__nominal_gdp_index_mean8,0.0
num__cos_q,0.0
num__real_gdp_index_lag1,0.0
num__ppi_index_mean8,0.0
num__sin_q_std8,0.0
num__year,0.0
num__inflation_index_seasonally_adjusted_std12,0.0
num__deflators_of_gross_domestic_product_by_final_use_categories,0.0
num__year_mean12,0.0
num__cpi_index,0.0
num__avg_annual_unemployment_rate_std12,0.0
num__core_inflation_index_std12,0.0
num__cos_q_std12,0.0
num__src_quarter,0.0
num__real_gdp_index_sa,0.0
num__industrial_production_index_std12,0.0
num__inflation_index_std12,0.0
num__nominal_gdp_index_std12,0.0
num__quarter_std8,0.0
num__ppi_mom_growth_std12,0.0
num__unemployment_rate,0.0
num__quarter_std12,0.0
num__real_gdp_index_std12,0.0
num__sin_q_std12,0.0
num__src_quarter_std12,0.0
num__total_gdp_deflator_std12,0.0
num__year_std12,0.0
num__yoy_change_perc_std12,0.0
num__inflation_gap,0.0
num__total_gdp_deflator_mean12,0.0
num__src_quarter_mean12,0.0
num__industrial_production_index,0.0
num__real_gdp_index_sa_mean12,0.0
num__real_gdp_index_std8,0.0
num__real_gdp_index_sa_std8,0.0
num__nominal_gdp_index_std4,0.0
num__src_quarter_std8,0.0
num__total_gdp_deflator_std8,0.0
num__quarter,0.0
num__year_std8,0.0
num__avg_annual_unemployment_rate_mean12,0.0
num__core_inflation_index_mean12,0.0
num__cos_q_mean12,0.0
num__cpi_index_mean12,0.0
num__deflators_of_gross_domestic_product_by_final_use_categories_mean12,0.0
num__industrial_production_index_mean12,0.0
num__inflation_index_mean12,0.0
num__inflation_index_seasonally_adjusted_mean12,0.0
num__nominal_gdp_index_mean12,0.0
num__inflation_index_seasonally_adjusted,0.0
num__ppi_mom_growth_mean12,0.0
num__ppi_mom_growth,0.0
num__ppi_index,0.0
num__real_gdp_index_mean12,0.0
num__ppi_index_std4,0.0
num__inflation_index_seasonally_adjusted_lag2,0.0
num__avg_annual_unemployment_rate_lag2,0.0
num__year_lag3,0.0
num__real_gdp_index_lag8,0.0
num__real_gdp_index_sa_lag8,0.0
num__src_quarter_lag3,0.0
num__src_quarter_lag8,0.0
num__sin_q_lag3,0.0
num__real_gdp_index_lag3,0.0
num__year_lag8,0.0
num__avg_annual_unemployment_rate_qoq,0.0
num__ppi_yoy_growth_lag3,0.0
num__cos_q_qoq,0.0
num__inflation_index_seasonally_adjusted_lag3,0.0
num__deflators_of_gross_domestic_product_by_final_use_categories_qoq,0.0
num__industrial_production_index_qoq,0.0
num__inflation_index_lag3,0.0
num__inflation_index_seasonally_adjusted_qoq,0.0
num__nominal_gdp_index_qoq,0.0
num__industrial_production_index_lag3,0.0
num__ppi_mom_growth_qoq,0.0
num__real_gdp_index,0.0
num__quarter_qoq,0.0
num__real_gdp_index_qoq,0.0
num__quarter_lag8,0.0
num__avg_annual_unemployment_rate_lag4,0.0
num__inflation_index_std4,0.0
num__cos_q_lag4,0.0
num__year_lag4,0.0
num__src_quarter_lag4,0.0
num__sin_q_lag4,0.0
num__ppi_yoy_growth_lag6,0.0
num__quarter_lag6,0.0
num__real_gdp_index_lag6,0.0
num__real_gdp_index_sa_lag6,0.0
num__sin_q_lag6,0.0
num__src_quarter_lag6,0.0
num__real_gdp_index_sa_lag4,0.0
num__real_gdp_index_lag4,0.0
num__year_lag6,0.0
num__quarter_lag4,0.0
num__avg_annual_unemployment_rate_lag8,0.0
num__nominal_gdp_index_lag4,0.0
num__inflation_index_seasonally_adjusted_lag4,0.0
num__cpi_index_lag8,0.0
num__deflators_of_gross_domestic_product_by_final_use_categories_lag4,0.0
num__industrial_production_index_lag8,0.0
num__cpi_index_lag4,0.0
num__inflation_index_seasonally_adjusted_lag8,0.0
num__deflators_of_gross_domestic_product_by_final_use_categories_lag3,0.0
num__sin_q_qoq,0.0
num__src_quarter_qoq,0.0
num__total_gdp_deflator_qoq,0.0
num__industrial_production_index_mean4,0.0
num__inflation_index_mean4,0.0
num__inflation_index_seasonally_adjusted_mean4,0.0
num__nominal_gdp_index_mean4,0.0
num__real_gdp_index_sa_lag2,0.0
num__real_gdp_index_lag2,0.0
num__quarter_lag2,0.0
num__quarter_mean4,0.0
num__real_gdp_index_mean4,0.0
num__real_gdp_index_sa_mean4,0.0
num__sin_q_mean4,0.0
num__src_quarter_mean4,0.0
num__total_gdp_deflator_mean4,0.0
num__unemployment_rate_mean4,0.0
num__year_mean4,0.0
num__yoy_change_perc_mean4,0.0
num__ppi_yoy_growth_lag2,0.0
num__nominal_gdp_index_lag2,0.0
num__cos_q_std4,0.0
num__industrial_production_index_lag6,0.0
num__cos_q_lag2,0.0
num__deflators_of_gross_domestic_product_by_final_use_categories_mean4,0.0
num__cpi_index_mean4,0.0
num__cos_q_mean4,0.0
num__inflation_index_seasonally_adjusted_yoy,0.0
num__unemployment_rate_qoq,0.0
num__year_qoq,0.0
num__yoy_change_perc_lag2,0.0
num__avg_annual_unemployment_rate_yoy,0.0
num__cos_q_yoy,0.0
num__cpi_index_yoy,0.0
num__deflators_of_gross_domestic_product_by_final_use_categories_yoy,0.0
num__industrial_production_index_yoy,0.0
num__inflation_index_yoy,0.0
num__nominal_gdp_index_yoy,0.0
num__avg_annual_unemployment_rate_mean4,0.0
num__year_lag2,0.0
num__src_quarter_lag2,0.0
num__quarter_yoy,0.0
num__real_gdp_index_yoy,0.0
num__sin_q_yoy,0.0
num__src_quarter_yoy,0.0
num__total_gdp_deflator_yoy,0.0
num__year_yoy,0.0
num__sin_q_lag2,0.0
num__ppi_inf_qoq_inter,0.0
