year,Загальний індекс споживчих цін (CPI),Індекс інфляції,Базовий індекс інфляції,        Deflators of gross domestic product by final use categories,Avg_Wage_UAH,Industrial Production Index,PPI_Index,PPI_MoM_Growth зміна індексу до попереднього місяця (Month-over-Month),PPI_YoY_Growth зміна індексу до аналогічного місяця минулого року (Year-over-Year)
2020,285,"99,8","99,7","98,3",12264,98.3,102.5,0.06327800829875518,0.014851485148514865
2020,"284,1","100,2","99,8","91,6",10727,91.6,100.1,-0.023414634146341484,-0.008910891089108919
2020,"286,4","99,7","99,9","100,4",10847,100.4,101.8,0.016983016983016963,0.028282828282828243
2020,"288,7","100,8","101,3","103,6",11446,103.6,100.1,-0.016699410609037346,0.01624365482233503
2020,"289,5","100,8","100,4","87,2",10430,87.2,99.4,-0.006993006993006867,-0.026444662095984173
2020,"290,1","100,3","100,1","104,9",10542,104.9,98.0,-0.014084507042253613,0.007194244604316502
2020,"288,4","100,2",100,"104,1",11579,104.1,100.4,0.02448979591836742,-0.030888030888030826
2020,"287,8","99,4","99,9","103,9",11804,103.9,102.3,0.018924302788844605,0.030211480362537735
2020,"289,2","99,8","100,1","96,5",11446,96.5,101.7,-0.0058651026392961825,0.03248730964467006
2020,"292,1","100,5","101,1","104,5",11998,104.5,103.8,0.020648967551622377,0.0506072874493928
2020,"295,9",101,"100,8","105,8",12174,105.8,102.0,-0.01734104046242768,0.05154639175257736
2020,"298,6","101,3","100,7","101,1",11987,101.1,101.8,-0.0019607843137254832,0.056016597510373245
2021,"302,5","100,9","100,3","102,8",14179,102.8,105.2,0.03339882121807469,0.02634146341463417
2021,"305,5","101,3","100,3","83,9",12337,83.9,107.8,0.024714828897338448,0.07692307692307687
2021,"310,7",101,"100,5","100,3",12549,100.3,101.6,-0.0575139146567718,-0.0019646365422396617
2021,"312,9","101,7","101,6","110,9",13612,110.9,101.2,-0.00393700787401563,0.010989010989011172
2021,"316,9","100,7","100,7","96,8",13543,96.8,103.6,0.02371541501976271,0.04225352112676051
2021,"317,6","101,3","100,7","96,6",13499,96.6,102.4,-0.011583011583011449,0.044897959183673564
2021,"317,9","100,2","100,4",100,14313,100.0,102.6,0.001953124999999778,0.021912350597609542
2021,"317,2","100,1","99,9","103,2",14345,103.2,105.4,0.02729044834308003,0.030303030303030498
2021,321,"99,8",100,"96,7",13997,96.7,100.7,-0.04459203036053139,-0.009832841691248762
2021,"323,9","101,2","101,3","102,9",14239,102.9,112.5,0.11717974180734858,0.08381502890173409
2021,"326,5","100,9",101,"107,8",14045,107.8,104.3,-0.07288888888888889,0.022549019607843057
2021,"328,5","100,8","100,8","100,1",14282,100.1,102.7,-0.015340364333652823,0.008840864440078589
2022,"332,8","100,6","100,4","101,1",17453,101.1,109.6,0.06718597857838349,0.041825095057034245
2022,"338,1","101,3","100,1",87,,87.0,97.9,-0.1067518248175181,-0.09183673469387743
2022,"353,3","101,6",101,"87,4",,87.4,100.2,0.023493360572012234,-0.013779527559054983
2022,"364,2","104,5","103,8","57,2",,57.2,99.1,-0.010978043912175717,-0.020750988142292592
2022,"374,1","103,1",103,"111,9",,111.9,101.0,0.019172552976791213,-0.025096525096525046
2022,"385,7","102,7","101,4","107,5",,107.5,104.6,0.035643564356435675,0.021484374999999778
2022,"388,4","103,1","101,6","100,3",,100.3,101.7,-0.027724665391969272,-0.00877192982456132
2022,"392,6","100,7","101,2","100,6",,100.6,105.6,0.03834808259587019,0.001897533206830948
2022,"400,1","101,1","102,1","101,9",,101.9,104.1,-0.014204545454545414,0.03376365441906648
2022,"410,1","101,9","102,4","102,3",,102.3,105.2,0.01056676272814605,-0.06488888888888888
2022,413,"102,5","101,9",105,,105.0,102.1,-0.029467680608365132,-0.021093000958772756
2022,"415,9","100,7","101,3","99,3",,99.3,102.3,0.0019588638589618235,-0.003894839337877376
2023,"419,2","100,7","100,8","96,3",,96.3,102.2,-0.0009775171065493637,-0.06751824817518237
2023,"422,1","100,8","100,7","95,1",,95.1,100.1,-0.020547945205479534,0.022471910112359383
2023,"428,5","100,7","100,5","104,4",,104.4,98.0,-0.020979020979020935,-0.021956087824351322
2023,"429,3","101,5","101,3","113,5",,113.5,98.3,0.003061224489795844,-0.008072653884964698
2023,"431,5","100,2","100,5","92,4",,92.4,98.0,-0.003051881993896166,-0.02970297029702973
2023,"434,9","100,5","100,3","106,7",,106.7,103.3,0.054081632653061096,-0.0124282982791587
2023,"432,3","100,8","99,9","97,5",,97.5,103.5,0.0019361084220717029,0.017699115044247815
2023,"426,3","99,4",100,101,,101.0,103.9,0.0038647342995170586,-0.01609848484848475
2023,"428,4","98,6",100,"101,9",,101.9,105.4,0.014436958614052031,0.012487992315081797
2023,"431,8","100,5","100,9","99,9",,99.9,103.0,-0.022770398481973486,-0.020912547528517123
2023,434,"100,8","100,4","109,6",,109.6,101.5,-0.014563106796116498,-0.005876591576885359
2023,437,"100,5","100,3","100,1",,100.1,98.5,-0.029556650246305383,-0.03714565004887582
2024,"438,8","100,7",100,"101,3",,101.3,97.0,-0.015228426395939132,-0.050880626223091974
2024,"440,1","100,4","100,4","90,1",,90.1,97.8,0.008247422680412342,-0.022977022977022976
2024,"442,3","100,3","100,4","99,3",,99.3,90.9,-0.07055214723926373,-0.07244897959183672
2024,"443,2","100,5",101,"106,3",,106.3,103.3,0.13641364136413636,0.05086469989827069
2024,"445,8","100,2","100,7","98,1",,98.1,107.2,0.037754114230396985,0.09387755102040818
2024,"455,6","100,6","100,3","98,5",,98.5,114.0,0.06343283582089554,0.10358180058083266
2024,"455,6","102,2","100,5","93,8",,93.8,108.8,-0.04561403508771933,0.051207729468599084
2024,"458,4",100,"100,7","99,5",,99.5,102.2,-0.06066176470588225,-0.016361886429258954
2024,"465,2","100,6","100,7","99,1",,99.1,102.2,0.0,-0.030360531309297945
2024,"473,6","101,5","101,7","105,5",,105.5,100.8,-0.013698630136986356,-0.021359223300970953
2024,"482,6","101,8","101,3","108,9",,108.9,101.1,0.0029761904761904656,-0.003940886699507429
2024,"489,4","101,9","101,2","97,9",,97.9,101.3,0.001978239366963397,0.028426395939086246
2025,"495,2","101,4","101,3","98,2",,98.2,100.6,-0.00691016781836129,0.03711340206185554
2025,"499,2","100,8","100,7",,,,101.1,0.00497017892644136,0.033742331288343586
